id,artist,name,album,release_date,popularity,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,genres,listener
3H7ihDc1dqLriiWXwsc2po,Topic,Breaking Me,Breaking Me,2019,73,0,0.789,0.72,8,-5.652,0,0.218,0.223,0.0,0.129,0.664,122.031,166794,4,german dance;pop dance;pop edm;uk dance,2
11QL0ypp9YLOvTvArX76tt,Nothing But Thieves,Time :: Fate :: Karma :: God,Dead Club City (Deluxe),2024,52,0,0.484,0.833,3,-4.499,0,0.0407,0.000522,0.428,0.209,0.753,169.978,183850,4,alternative pop rock;modern alternative rock;modern rock,2
5qmNiJvNSCvXKRUlPJofZS,Nothing But Thieves,Tomorrow Is Closed,Dead Club City,2023,57,0,0.334,0.835,1,-4.695,0,0.0785,0.000785,0.00396,0.155,0.413,182.118,238443,4,alternative pop rock;modern alternative rock;modern rock,2
5b5cPscqVEMChvDqscVw26,Dua Lipa,Training Season,Radical Optimism,2024,82,0,0.812,0.587,5,-4.483,0,0.0477,0.0349,2.64e-06,0.123,0.664,123.041,209488,4,dance pop;pop;uk pop,2
68iMdxXn1timrxURm9dR8C,Glee Cast,The Scientist (Glee Cast Version),"Glee: The Music, Season 4 Volume 1",2012,48,0,0.506,0.481,2,-6.098,1,0.0264,0.482,0.0,0.2,0.224,148.626,254413,4,glee club;post-teen pop,2
48kxfGK5XbO1eW8Cf4Vil7,Bankzitters,Entourage,Entourage,2024,63,0,0.838,0.801,9,-5.506,0,0.0344,0.041,0.0,0.0611,0.58,127.984,129434,4,lustrum;nederlandse hardstyle,2
454sfR8RN4bdHG3yn1IlzC,Bankzitters,Slaaptekort,Slaaptekort,2024,54,0,0.835,0.788,8,-5.85,0,0.0369,0.0146,0.000228,0.0453,0.874,127.009,157441,4,lustrum;nederlandse hardstyle,2
0TCnOEVeLQMXOUrpPlM7uY,Rae Sremmurd,Guatemala - From Swaecation,SR3MM,2018,60,1,0.849,0.696,4,-5.193,0,0.0571,0.185,0.00113,0.0954,0.0768,100.989,256341,4,melodic rap;mississippi hip hop;pop rap;rap;trap,2
6HfzAzEWhwo19n2jrJnM7k,Bankzitters,Huisfeestje,Huisfeestje,2024,71,0,0.849,0.909,0,-4.664,1,0.0649,0.0289,5.48e-05,0.19,0.823,126.006,149732,4,lustrum;nederlandse hardstyle,2
7Gzz44FpTbZu0DNVVZjwPs,Metejoor,Wat Wil Je Van Mij,Wat Wil Je Van Mij,2022,53,0,0.737,0.587,6,-7.31,1,0.033,0.382,0.0,0.481,0.538,116.004,199433,4,kleinkunst,2
2hCc09htDSAQobdmbYWryY,FLEMMING,Alles Op Gevoel,Alles Op Gevoel,2024,63,0,0.621,0.747,0,-5.531,1,0.145,0.117,0.0,0.367,0.567,134.951,169444,3,,2
48lxT5qJF0yYyf2z4wB4xW,Jaxomy,Pedro,Pedro,2024,84,0,0.788,0.936,9,-6.294,1,0.301,0.0229,1.3e-06,0.311,0.844,151.019,144846,4,,2
7aW0z1jKq6FgB7ffpbocg6,G-Eazy,Love Is Gone,The Beautiful & Damned,2017,40,1,0.631,0.79,8,-5.128,1,0.391,0.144,0.0,0.213,0.23,80.522,234613,4,indie pop rap;oakland hip hop;pop rap;rap,2
3USxtqRwSYz57Ewm6wWRMp,Glass Animals,Heat Waves,Dreamland,2020,86,0,0.761,0.525,11,-6.9,1,0.0944,0.44,6.7e-06,0.0921,0.531,80.87,238805,4,gauze pop;indietronica;modern rock;pov: indie;shiver pop,2
5RKvst7SDOCTWGlLcF6kSE,01099,Anders,Blaue Stunden,2023,64,0,0.743,0.809,8,-7.924,0,0.214,0.527,0.632,0.102,0.342,75.035,155021,4,german hip hop,2
3iATVzRm0E8scMQ7aWoAmh,SIRA,Secco Maracuja,Secco Maracuja (feat. Themba),2022,56,1,0.873,0.583,6,-5.918,0,0.328,0.0483,2.74e-06,0.117,0.758,159.974,159901,4,,2
7ieHImUwrGS8PJyd7tfxY4,Big2,Eenzame Nacht,Eenzame Nacht,2022,53,0,0.951,0.519,6,-4.665,0,0.0605,0.4,0.0,0.144,0.913,109.96,160675,4,dutch hip hop,2
2YmJZWGcy0yONMCsEKOuVD,Nothing But Thieves,Overcome,Dead Club City,2023,62,0,0.413,0.876,11,-4.577,1,0.057,0.000938,0.000104,0.387,0.341,164.08,214724,4,alternative pop rock;modern alternative rock;modern rock,2
4qDpLaFGf5ampf2DXD2TMA,John Summit,Where You Are,Where You Are,2023,70,0,0.567,0.83,9,-6.402,0,0.0349,0.00879,0.0105,0.529,0.0726,126.04,236000,4,house,2
1Q0HpSHfcqcZzrLT5bGtoO,Bankzitters,Offline Beschikbaar,Offline Beschikbaar,2023,52,0,0.71,0.733,5,-5.925,0,0.114,0.354,0.0,0.147,0.418,159.847,147000,4,lustrum;nederlandse hardstyle,2
2mkdZTHKimOJ86Hg0RWSKc,Ultra Naté,Free (Mood II Swing Radio Edit),Free - The Strictly Collection,1997,60,0,0.755,0.914,8,-6.096,1,0.0371,0.00389,0.000161,0.0371,0.736,124.97,233293,4,diva house;garage house;vocal house,2
34bDBmzjRFp687olZS62CT,Redondo,You Are A Danger,You Are A Danger,2022,14,0,0.713,0.867,10,-2.467,0,0.0761,0.0152,0.000277,0.618,0.779,126.033,148214,4,house,2
6yTaG6eJDi6T0VSawfMTQy,Dimitri Vegas & Like Mike,Mexico,Mexico,2023,54,0,0.748,0.667,6,-6.173,0,0.0511,0.0606,0.0,0.0707,0.544,124.057,153109,4,belgian dance;belgian edm;big room;dutch house;edm;electro house;pop dance;progressive electro house,2
1s7oOCT8vauUh01PbJD6ps,Rema,Calm Down (with Selena Gomez),Rave & Roses Ultra,2023,76,0,0.801,0.806,11,-5.206,1,0.0381,0.382,0.000669,0.114,0.802,106.999,239318,4,afrobeats;nigerian pop,2
2tTmW7RDtMQtBk7m2rYeSw,Bizarrap,"Quevedo: Bzrp Music Sessions, Vol. 52","Quevedo: Bzrp Music Sessions, Vol. 52",2022,82,0,0.621,0.782,2,-5.548,1,0.044,0.0125,0.033,0.23,0.55,128.033,198938,4,argentine hip hop;pop venezolano;trap argentino;trap latino;urbano latino,2
6cpk00i5TxCqSeqNi2HuIe,Maroon 5,One More Night,Overexposed Track By Track,2012,78,0,0.716,0.821,5,-3.435,0,0.0314,0.0558,0.0,0.0844,0.618,92.997,219547,4,pop,2
77KnJc8o5G1eKVwX5ywMeZ,Young the Giant,Mind Over Matter (Reprise),Mirrorball / Mind Over Matter (Reprise),2015,75,0,0.393,0.487,0,-6.348,1,0.0337,0.229,0.0,0.128,0.3,151.958,230867,4,indietronica;modern alternative rock;modern rock;pov: indie;stomp and holler,2
3XqM8hLCEYlbnFjoWwqtFv,Chris Brown,Angel Numbers / Ten Toes,11:11,2023,78,1,0.406,0.5,4,-8.452,0,0.0501,0.192,0.0,0.175,0.0905,157.984,306847,4,r&b;rap,2
5ruzrDWcT0vuJIOMW7gMnW,The Strokes,The Adults Are Talking,The New Abnormal,2020,79,0,0.593,0.749,5,-5.67,1,0.0475,0.0113,0.106,0.314,0.649,164.959,309053,4,alternative rock;garage rock;modern rock;permanent wave;rock,2
6Qe7YCkIOc1iaw9HKqO3qV,Soolking,Suavemente,Sans visa,2022,64,0,0.862,0.696,0,-4.519,1,0.0538,0.326,0.00467,0.0418,0.519,140.018,159360,4,french hip hop;pop urbaine;r&b francais;rap algerien,2
0OvO2X2Q3i98dc5RcgEN3x,Alok,Jungle,Jungle,2023,74,0,0.596,0.667,6,-5.651,0,0.0295,0.0524,0.000109,0.205,0.217,140.002,175500,4,electro house;pop nacional;slap house,2
07FkzikE6FuHIa8Ma7zJGc,NF,Lie,Perception,2017,74,0,0.749,0.659,5,-6.419,1,0.167,0.161,0.0,0.246,0.185,95.008,209213,4,hip hop;pop rap,2
1QHfuEyKqH35Qf7iJIl0Wd,GIMS,Zombie,Subliminal (La face cachée),2013,61,0,0.72,0.676,3,-6.207,0,0.0367,0.0155,0.0,0.128,0.481,110.044,244333,4,french hip hop;pop urbaine;r&b francais;rap conscient,2
2cGxRwrMyEAp8dEbuZaVv6,Daft Punk,Instant Crush (feat. Julian Casablancas),Random Access Memories,2013,75,0,0.775,0.585,10,-9.516,0,0.0271,0.0422,0.619,0.077,0.518,109.942,337560,4,electro;filter house;rock,2
4YYHgF9dWyVSor0GtrBzdf,Rihanna,Te Amo,Rated R,2009,68,1,0.567,0.707,8,-5.455,0,0.0819,0.542,0.000177,0.1,0.751,171.918,208427,4,barbadian pop;pop;urban contemporary,2
7skWuMUzBE46evVYEAh36T,Paul de Leeuw,Une Belle Histoire/Een Mooi Verhaal,Mooi Weer Een CD,2006,39,0,0.585,0.631,6,-10.009,0,0.0321,0.402,0.000135,0.201,0.696,87.017,268720,4,dutch cabaret;dutch pop,2
11NWjdSOdsnvu80GJIDbKd,Goldband,Dit Is Voor Jou,Betaalbare Romantiek,2021,46,0,0.666,0.935,6,-6.303,1,0.0333,0.0888,0.0231,0.115,0.671,139.962,223013,4,dutch pop;dutch rock;lustrum;piratenmuziek,2
1IHWl5LamUGEuP4ozKQSXZ,Bad Bunny,Tití Me Preguntó,Un Verano Sin Ti,2022,82,1,0.65,0.715,5,-5.198,0,0.253,0.0993,0.000291,0.126,0.187,106.672,243717,4,reggaeton;trap latino;urbano latino,2
1rgjjGW3MpoT8suxbrlIrT,Yves Berendse,Dicht Bij Mij,Dicht Bij Mij,2022,45,0,0.395,0.261,6,-8.736,1,0.0336,0.86,0.0,0.104,0.245,186.796,235851,3,kermis,2
2dHHgzDwk4BJdRwy9uXhTO,Metro Boomin,Creepin' (with The Weeknd & 21 Savage),HEROES & VILLAINS,2022,83,1,0.716,0.613,1,-6.018,0,0.0522,0.391,0.0,0.0813,0.157,97.914,221520,4,rap,2
3FskQrDXcY24ur2fCvz35O,Burna Boy,Ye,Outside,2018,70,1,0.503,0.592,5,-5.923,0,0.444,0.0181,0.00014,0.169,0.344,201.85,231618,4,afrobeats;dancehall;nigerian hip hop;nigerian pop,2
6n72bDAxbWOkWaJnlfQfIZ,Shawn Hook,Reminding Me,My Side of Your Story,2017,44,0,0.569,0.564,9,-4.856,0,0.0429,0.0897,0.0,0.0816,0.254,132.794,209924,4,canadian pop,2
63mdJr3NMY3wReOkNE6c6W,Selena Gomez,People You Know,Rare,2020,74,0,0.695,0.62,8,-8.082,0,0.0521,0.0881,5.43e-05,0.111,0.619,150.032,194900,4,pop;post-teen pop,2
5NAOhPAZ57eFAXr3qatS6i,Yeat,Breathe,2093,2024,76,1,0.76,0.546,11,-13.092,1,0.0616,0.0284,0.924,0.103,0.113,118.051,170847,4,pluggnb;rage rap,2
1ypwNj8eK2qAMDEs4EiIIX,Oliver Tree,Miss You - Bonus Track,Alone In A Crowd,2023,75,1,0.587,0.742,6,-6.64,0,0.0529,0.0128,0.00107,0.146,0.199,145.007,206000,4,alternative hip hop,2
5mjYQaktjmjcMKcUIcqz4s,Kenya Grace,Strangers,Strangers,2023,80,0,0.628,0.523,11,-8.307,0,0.0946,0.701,0.00274,0.219,0.416,169.982,172965,4,singer-songwriter pop,2
2PJyGfXFYv6XzBvrO1szhQ,Jesse Hoefnagels,Ongezien,Ongezien,2023,45,0,0.793,0.626,9,-8.691,0,0.0698,0.19,0.0231,0.175,0.859,130.021,149538,4,,2
2Xr1dTzJee307rmrkt8c0g,CKay,love nwantiti (ah ah ah),CKay The First,2019,76,1,0.727,0.739,8,-3.805,1,0.0411,0.365,0.00137,0.161,0.533,93.005,145800,4,afro r&b;afrobeats,2
3ICZ1fT1faxSRJKkzFXdNj,Kensington,All Before You,Control,2016,31,0,0.519,0.742,0,-8.517,1,0.0393,0.00248,0.000723,0.33,0.208,132.989,219653,4,dutch indie rock;dutch pop;dutch rock,2
7l9IqDtVWJurTvkQHq1BGh,Tate McRae,she's all i wanna be,i used to think i could fly,2022,77,0,0.602,0.626,2,-5.323,0,0.0396,0.0129,9.02e-06,0.144,0.619,160.118,207120,4,pop,2
7AbLGIOzFkx6jHq5en5xiH,L.A.X,Sempe,ZaZa Vibes,2020,67,1,0.699,0.703,9,-7.651,0,0.273,0.517,0.0216,0.112,0.478,195.864,171429,4,afrobeats;afropop;azontobeats;nigerian pop,2
1CcLA0eaauck34YEIrvAAq,David Guetta,When We Were Young (The Logical Song),When We Were Young (The Logical Song),2023,82,0,0.657,0.914,0,-4.513,0,0.0523,0.0526,6.32e-06,0.109,0.502,139.989,147433,4,big room;dance pop;edm;pop;pop dance,2
1KMkcUvF7m3SDChDOa7i5L,The Kid LAROI,WITHOUT YOU,F*CK LOVE 3+: OVER YOU,2021,75,1,0.662,0.413,0,-7.357,1,0.0299,0.213,0.0,0.134,0.467,93.005,161385,4,australian hip hop,2
7JJmb5XwzOO8jgpou264Ml,Shawn Mendes,There's Nothing Holdin' Me Back,Illuminate (Deluxe),2017,85,0,0.866,0.811,11,-4.063,0,0.0553,0.375,0.0,0.078,0.969,121.995,199440,4,canadian pop;pop;viral pop,2
7uEvezzgCoYmqRDloOXUSR,Purple Disco Machine,Something On My Mind,Something On My Mind,2023,64,0,0.612,0.802,9,-5.087,0,0.0743,0.00693,2.33e-05,0.422,0.775,118.036,216775,4,deep house;house,2
0zKbDrEXKpnExhGQRe9dxt,Tiësto,Lay Low,Lay Low,2023,75,0,0.555,0.884,1,-4.424,0,0.213,0.0645,8.18e-05,0.349,0.42,121.906,153443,4,big room;brostep;dutch edm;edm;house;pop dance;progressive electro house;slap house;trance,2
3WWx0UmKQkcxctvIOdE50s,Feux,Life?,Life?,2019,41,1,0.701,0.37,1,-9.533,1,0.395,0.761,9.57e-05,0.0996,0.819,89.929,152000,4,uk alternative hip hop,2
6g1pdCruW8dHny2lufyxbh,Eddy M,Naquele Pique,Naquele Pique,2022,50,0,0.863,0.881,7,-8.54,1,0.0497,0.00305,0.107,0.0767,0.357,129.006,159976,4,italian tech house;tech house,2
6jA8HL9i4QGzsj6fjoxp8Y,Martin Garrix,There for You,There for You,2017,65,0,0.611,0.644,6,-7.607,0,0.0553,0.124,0.0,0.124,0.13,105.969,221904,4,dutch edm;edm;pop;pop dance;progressive house,2
0AH6WMe3OlAlUb5miXt2FQ,Rihanna,Only Girl (In The World),Loud,2010,72,0,0.789,0.716,11,-4.241,0,0.0432,0.129,1.07e-05,0.069,0.611,125.906,235493,4,barbadian pop;pop;urban contemporary,2
1cS0TgbR263ey9jn0MwD2s,Eminem,River (feat. Ed Sheeran),Revival,2017,72,1,0.748,0.749,8,-5.916,0,0.516,0.142,0.0,0.0713,0.659,90.09,221013,4,detroit hip hop;hip hop;rap,2
4nmYpdBk6SMg45w1OQGMQP,Kris Kross Amsterdam,Stay (Never Leave),Stay (Never Leave),2023,50,0,0.678,0.723,3,-4.85,0,0.0457,0.0264,0.0,0.0984,0.537,106.943,152139,4,dutch house;dutch pop,2
58kZ9spgxmlEznXGu6FPdQ,The Chainsmokers,Sick Boy,Sick Boy,2018,63,0,0.663,0.577,11,-7.518,0,0.0531,0.109,0.0,0.12,0.454,89.996,193200,4,pop,2
5DqdesEfbRyOlSS3Tf6c29,Ali Gatie,It's You,YOU,2019,76,0,0.732,0.463,11,-6.972,0,0.0287,0.374,0.0,0.194,0.397,95.971,212607,4,canadian hip hop,2
5Q6fh8OEhBYepJaORz9lxe,The Neighbourhood,Daddy Issues (Remix) feat. Syd,Daddy Issues (Remix) feat. Syd,2015,69,0,0.623,0.533,10,-8.164,1,0.0653,0.245,0.00717,0.112,0.247,84.982,181187,4,modern alternative rock;modern rock;pop,2
1zY6ekSJ8VI6tZ6nBqoo7g,JC Stewart,I Need You To Hate Me,I Need You To Hate Me,2020,48,0,0.637,0.589,9,-5.618,0,0.0352,0.0298,0.0,0.11,0.376,148.925,157447,4,uk pop,2
2447kmmuvZ1GsqUczFZZoj,Tom Odell,I Know,Long Way Down (Deluxe),2013,50,0,0.532,0.697,3,-7.34,0,0.0349,0.296,0.0,0.0665,0.46,148.031,232627,4,chill pop,2
2BCB8134g8kNn90T0KvwRr,Nothing But Thieves,Do You Love Me Yet?,Dead Club City,2023,51,1,0.65,0.801,1,-6.183,1,0.033,0.0146,0.000574,0.108,0.313,123.01,326449,4,alternative pop rock;modern alternative rock;modern rock,2
7gJynFtygTiif6xdoipmUm,LUM!X,Forget You (with Gabry Ponte),Forget You (with Gabry Ponte),2023,48,0,0.52,0.834,3,-6.442,0,0.0845,0.0125,1.94e-05,0.0955,0.134,145.066,138621,4,melbourne bounce international;slap house,2
2WhEMSPNLmJh9xTUcrWPKY,Jonna Fraser,Toute La Night,Blessed For Life,2023,48,0,0.696,0.477,9,-5.904,0,0.134,0.386,0.00144,0.11,0.373,177.984,153614,4,dutch hip hop;dutch rap pop,2
2kkvB3RNRzwjFdGhaUA0tz,Derek & The Dominos,Layla,Layla And Other Assorted Love Songs (Remastered 2010),1970,71,0,0.404,0.902,1,-3.88,1,0.0665,0.577,0.297,0.287,0.497,115.669,423840,4,album rock;blues rock;british blues;classic rock;country rock;electric blues;folk rock;hard rock;mellow gold;psychedelic rock;rock;singer-songwriter,2
4Y8q64VnhD0vFYy9g2WFpi,Sonique,It Feels So Good,Hear My Cry,2000,64,0,0.634,0.677,5,-7.278,0,0.0304,0.0117,0.00103,0.126,0.558,135.012,240867,4,,2
7vidktgNZFQylTgH1GEnMs,Foreigner,Cold as Ice,Foreigner (Expanded),1977,70,0,0.562,0.609,3,-7.063,0,0.0271,0.0264,0.0,0.17,0.512,130.753,200213,4,album rock;classic rock;glam metal;hard rock;mellow gold;rock;soft rock,2
2xKy8HbpMFgHV2xZhpQf12,Conor Maynard,You Broke Me First,You Broke Me First,2020,65,1,0.397,0.274,2,-7.475,1,0.0315,0.852,0.0,0.108,0.2,113.013,160943,4,post-teen pop;talent show;uk pop;viral pop,2
3NxWJWftvkstyxvb1pZlFo,5 Seconds of Summer,Teeth,CALM,2020,76,0,0.745,0.454,3,-2.986,0,0.0392,0.0437,3.47e-06,0.0741,0.43,139.007,205503,4,boy band;pop,2
4ewazQLXFTDC8XvCbhvtXs,Joji,Glimpse of Us,SMITHEREENS,2022,78,0,0.44,0.317,8,-9.258,1,0.0531,0.891,4.78e-06,0.141,0.268,169.914,233456,3,viral pop,2
6iaSML1PIYq936g62BDtBq,Juice WRLD,Robbery,Death Race For Love (Bonus Track Version),2019,78,1,0.623,0.692,2,-5.122,1,0.0504,0.328,0.0,0.153,0.566,79.899,240051,4,chicago rap;melodic rap;rap,2
6kvoHl80mfCVTv7XnZkjQn,Roxette,"It Must Have Been Love - From the Film ""Pretty Woman""",It Must Have Been Love,1990,80,0,0.52,0.652,5,-6.655,1,0.0274,0.339,6.14e-05,0.256,0.722,80.61,258787,4,europop;swedish pop;synthpop,2
7HacCTm33hZYYN8DXpCYuG,Enrique Iglesias,I Like It,Euphoria,2010,66,0,0.648,0.942,10,-2.881,0,0.0878,0.021,0.0,0.0594,0.73,129.007,231373,4,dance pop;latin pop;mexican pop,2
7w5AOd6HrDIHewHfpABEss,Chris Isaak,Wicked Game,Heart Shaped World,1989,80,0,0.663,0.296,9,-18.09,1,0.0294,0.68,0.00837,0.0879,0.359,112.306,289067,4,mellow gold,2
3rUGC1vUpkDG9CZFHMur1t,Tate McRae,greedy,greedy,2023,88,1,0.749,0.729,6,-3.19,0,0.0321,0.261,0.0,0.113,0.816,111.004,131872,1,pop,2
6nL0wIy3rcQPqHNAtm61Gh,Fat Joe,Sunshine (The Light),Sunshine (The Light),2021,56,0,0.8,0.832,0,-5.497,1,0.266,0.087,0.0,0.322,0.736,106.983,149725,4,bronx hip hop;east coast hip hop;gangster rap;hardcore hip hop;hip hop;pop rap;rap;trap,2
0U1W2LZVUX7qTm7dDpqxh6,Shawn Mendes,When You're Gone,When You're Gone,2022,71,0,0.603,0.691,5,-5.805,1,0.0372,0.0248,0.0,0.583,0.577,147.148,172267,4,canadian pop;pop;viral pop,2
0uHrMbMv3c78398pIANDqR,Joost,Europapa,Europapa,2024,74,0,0.706,0.94,11,-4.969,0,0.168,0.173,0.000349,0.228,0.479,160.068,160219,4,,2
2AcKLW30dJ03qXsGU3RehH,Topic,All Or Nothing,All Or Nothing,2022,59,0,0.598,0.783,5,-3.908,0,0.0392,0.173,0.0,0.0696,0.396,126.018,147973,4,german dance;pop dance;pop edm;uk dance,2
4HrtkH6VWOqrstEi1psSux,Kidd,KAPOTE,KAPOTE,2023,53,0,0.713,0.703,1,-7.496,1,0.0335,0.123,1.94e-05,0.0952,0.454,124.96,155167,4,greek trap,2
4VQrJat2MItnL0LFV4nPLh,Stevy,Criminal,Criminal,2022,43,0,0.869,0.392,7,-9.466,0,0.143,0.18,0.000241,0.152,0.696,105.021,157254,4,,2
5IfSQQzGijWKd7dbkbqHuN,Netsky,Rio (feat. Digital Farm Animals),3,2016,51,0,0.503,0.888,0,-4.522,1,0.0386,0.00269,0.0458,0.0733,0.589,173.057,229107,4,belgian edm;dancefloor dnb;drum and bass,2
6huNf4dutXRjJyGn7f5BPS,The Weeknd,Pray For Me,The Highlights,2021,77,1,0.732,0.678,2,-4.977,1,0.0886,0.0867,2.41e-05,0.112,0.196,100.626,211421,4,canadian contemporary r&b;canadian pop;pop,2
4PrGyX4YgCT6V3YqY7XEUw,Kenya Grace,Only In My Mind,Only In My Mind,2023,56,0,0.701,0.76,8,-9.588,1,0.107,0.701,0.138,0.111,0.423,143.007,161138,4,singer-songwriter pop,2
5XeFesFbtLpXzIVDNQP22n,Arctic Monkeys,I Wanna Be Yours,AM,2013,92,0,0.464,0.417,0,-9.345,0,0.0256,0.136,0.022,0.0974,0.479,67.528,183956,4,garage rock;modern rock;permanent wave;rock;sheffield indie,2
7kGDAuP9P8mT2epyDwbdDj,Jowell & Randy,Se Acabó la Cuarentena,Viva el Perreo,2020,55,1,0.886,0.605,6,-4.311,1,0.109,0.00127,0.0167,0.0767,0.646,122.052,166971,4,reggaeton;urbano latino,2
05sCp83gcMm1iecYydKJS3,OneRepublic,Let's Hurt Tonight,Oh My My,2016,57,0,0.359,0.713,5,-4.526,1,0.0366,0.33,0.0,0.324,0.272,61.519,194520,4,piano rock;pop,2
06xncr26JLfxP1ZQ08FNp8,bbno$,i remember,eat ya veggies,2021,52,0,0.602,0.823,3,-6.123,1,0.0407,0.00092,0.741,0.224,0.825,76.994,203347,4,canadian hip hop;dark trap;meme rap,2
0sTlGEld0h8kIPZaKDYUf4,The Rare Occasions,Notion,Notion,2021,81,0,0.309,0.883,9,-3.825,1,0.0808,0.0673,0.00111,0.0849,0.312,159.488,195121,4,la indie,2
12TR8I7xcXdT0RStDgRYks,Bakermat,Baby,Baby,2017,42,0,0.711,0.923,1,-2.718,0,0.111,0.13,0.0436,0.27,0.587,125.93,158711,4,minimal tech house;tropical house,2
1aQ3ZES9ITvoMrPdYJ0acT,Boef,RATATA,93,2019,46,1,0.789,0.513,7,-7.788,1,0.309,0.139,0.0,0.156,0.289,180.059,170812,4,dutch hip hop,2
2hGQDYmjkwTS0J7Q2bM2sF,Alec Benjamin,Mind Is A Prison,These Two Windows,2020,62,0,0.656,0.645,5,-5.442,0,0.0397,0.504,0.0,0.18,0.669,75.473,161697,4,alt z;pop;pov: indie,2
340UVheS8z3ncW9TTUhAbc,Halsey,Nightmare,Nightmare,2019,62,1,0.607,0.622,9,-5.075,0,0.0756,0.0187,0.0,0.359,0.537,146.105,231999,4,electropop;etherpop;indie poptimism;pop,2
3PYx9Wte3jwb48V0wArMOy,Logic,Keanu Reeves,Confessions of a Dangerous Mind,2019,57,1,0.712,0.891,2,-6.457,1,0.24,0.0572,0.0,0.134,0.798,170.128,225920,4,conscious hip hop;hip hop;pop rap;rap,2
3Zs8NVXn61nMzHwgUdnOw3,Marco Borsato,Schouder Aan Schouder,Dromen Durven Delen,2010,38,0,0.243,0.796,3,-7.159,1,0.0454,0.0329,1.36e-06,0.313,0.285,100.08,236360,3,dutch cabaret;dutch pop;dutch rock,2
3rb0tMq42WfggucPm0HHkA,MEDUZA,Bad Memories (feat. Elley Duhé & FAST BOY),Bad Memories (feat. Elley Duhé & FAST BOY),2022,73,0,0.607,0.767,5,-6.069,0,0.0474,0.118,0.0,0.122,0.662,123.998,148629,3,edm;pop dance;pop house;uk dance,2
46nvQpUDsxpS08UTFOeKTA,MEDUZA,Tell It To My Heart,Tell It To My Heart,2021,65,0,0.539,0.715,11,-6.639,0,0.0595,0.0265,0.0,0.609,0.489,123.854,165524,4,edm;pop dance;pop house;uk dance,2
56GbZVwxMdf1DENCluYS8A,Crowded House,Don't Dream It's Over,Crowded House (Deluxe),1986,70,0,0.435,0.752,8,-6.993,1,0.0421,0.00939,0.000204,0.0844,0.358,80.854,238173,4,australian rock;permanent wave,2
5ANWAzmveemGd3Zqb5FXR1,Lucas & Steve,After Midnight (feat. Xoro),After Midnight (feat. Xoro),2023,59,0,0.713,0.697,4,-6.759,0,0.0361,0.0293,0.000154,0.457,0.638,125.055,143526,4,dutch house;edm;electro house;pop dance;progressive electro house,2
5HFxW2R6hZE2hEc5HaWxVc,Goldband,Ik Haat Je,Betaalbare Romantiek,2021,49,0,0.685,0.527,7,-9.422,1,0.0398,0.0938,0.00254,0.184,0.673,144.986,194419,4,dutch pop;dutch rock;lustrum;piratenmuziek,2
5brHijrNA7UAFw74p4f5v3,MAX,Lights Down Low,Lights Down Low,2016,39,0,0.623,0.493,5,-7.727,0,0.0338,0.0632,0.0,0.104,0.594,81.019,223847,4,singer-songwriter pop;teen pop;viral pop,2
65fpYBrI8o2cfrwf2US4gq,Zac Efron,Rewrite The Stars,The Greatest Showman (Original Motion Picture Soundtrack),2017,72,0,0.684,0.619,10,-7.005,1,0.0386,0.0716,0.0,0.122,0.284,125.046,217440,4,hollywood;movie tunes;post-teen pop,2
6KfoDhO4XUWSbnyKjNp9c4,Conan Gray,Maniac,Kid Krow,2020,76,0,0.628,0.639,8,-5.46,1,0.0435,0.00162,0.0,0.354,0.493,108.045,185773,4,bedroom pop;pop;pov: indie,2
6WK9dVrRABMkUXFLNlgWFh,Depeche Mode,Enjoy the Silence,The Singles 86-98,1998,73,0,0.663,0.838,0,-5.744,0,0.0286,0.2,0.000177,0.0782,0.752,112.788,255133,4,dance rock;new romantic;new wave;permanent wave;rock;synthpop,2
6cNSOKvw5hYVrOCrLw8joJ,Glee Cast,Dream On (Glee Cast Version) (feat. Neil Patrick Harris),"Glee: The Music, Volume 3 Showstoppers",2010,46,0,0.417,0.622,3,-4.706,1,0.0299,0.0128,2.46e-06,0.614,0.224,154.022,274133,4,glee club;post-teen pop,2
6mVD1SfTvlFAPVi7txFL5H,The Strokes,Machu Picchu,Angles,2011,62,0,0.695,0.817,1,-5.294,1,0.0659,0.0132,0.097,0.0601,0.874,105.014,209627,4,alternative rock;garage rock;modern rock;permanent wave;rock,2
7aYwpbYXKVvQtEXqZrqHIh,Causes,Teach Me How to Dance With You,Under Bridges That You Built for Me,2016,50,0,0.685,0.446,7,-9.486,1,0.0272,0.422,1.67e-05,0.11,0.209,101.998,204689,4,dutch pop,2
7vRriwrloYVaoAe3a9wJHe,gnash,"i hate u, i love u (feat. olivia o'brien)",us,2016,74,1,0.492,0.275,6,-13.4,0,0.3,0.687,0.0,0.101,0.18,92.6,251034,4,alt z;pop,2
5FVd6KXrgO9B3JPmC8OPst,Arctic Monkeys,Do I Wanna Know?,AM,2013,86,0,0.548,0.532,5,-7.596,1,0.0323,0.186,0.000263,0.217,0.405,85.03,272394,4,garage rock;modern rock;permanent wave;rock;sheffield indie,2
6Fp0XYEGecaLjnc5DKu983,Nothing But Thieves,City Haunts,Dead Club City,2023,52,1,0.65,0.811,9,-5.187,0,0.0352,0.00771,0.00196,0.136,0.76,113.01,191389,4,alternative pop rock;modern alternative rock;modern rock,2
